"gene","ensmble_gene_gps","trait_exwas_ei","trait_gps","gene_trait_pair_exwas_ei","gene_trait_pair_gps","gene_tait_pair_merged","source"
"SERPINC1","ENSG00000117601",NA,"Phlebitis and thrombophlebitis",NA,"ENSG00000117601_Phlebitis and thrombophlebitis","ENSG00000117601_Phlebitis and thrombophlebitis","GPS"
"COL11A2","ENSG00000204248",NA,"Other retinal disorders",NA,"ENSG00000204248_Other retinal disorders","ENSG00000204248_Other retinal disorders","GPS"
"ABL1","ENSG00000097007",NA,"Leukemia",NA,"ENSG00000097007_Leukemia","ENSG00000097007_Leukemia","GPS"
"AR","ENSG00000169083",NA,"Disorders of menstruation and other abnormal bleeding from female genital tract",NA,"ENSG00000169083_Disorders of menstruation and other abnormal bleeding from female genital tract","ENSG00000169083_Disorders of menstruation and other abnormal bleeding from female genital tract","GPS"
"ATP1A1","ENSG00000163399",NA,"Epilepsy, recurrent seizures, convulsions",NA,"ENSG00000163399_Epilepsy, recurrent seizures, convulsions","ENSG00000163399_Epilepsy, recurrent seizures, convulsions","GPS"
"CA2","ENSG00000104267",NA,"Develomental delays and disorders",NA,"ENSG00000104267_Develomental delays and disorders","ENSG00000104267_Develomental delays and disorders","GPS"
"CACNA1A","ENSG00000141837",NA,"Anxiety disorders",NA,"ENSG00000141837_Anxiety disorders","ENSG00000141837_Anxiety disorders","GPS"
"CACNA1A","ENSG00000141837",NA,"Abnormal movement",NA,"ENSG00000141837_Abnormal movement","ENSG00000141837_Abnormal movement","GPS"
"CACNA1B","ENSG00000148408",NA,"Abnormal movement",NA,"ENSG00000148408_Abnormal movement","ENSG00000148408_Abnormal movement","GPS"
"CACNA1C","ENSG00000151067",NA,"Epilepsy, recurrent seizures, convulsions",NA,"ENSG00000151067_Epilepsy, recurrent seizures, convulsions","ENSG00000151067_Epilepsy, recurrent seizures, convulsions","GPS"
"CACNA1C","ENSG00000151067",NA,"Cardiac and circulatory congenital anomalies",NA,"ENSG00000151067_Cardiac and circulatory congenital anomalies","ENSG00000151067_Cardiac and circulatory congenital anomalies","GPS"
"CACNA1D","ENSG00000157388",NA,"Develomental delays and disorders",NA,"ENSG00000157388_Develomental delays and disorders","ENSG00000157388_Develomental delays and disorders","GPS"
"CACNA1D","ENSG00000157388",NA,"Epilepsy, recurrent seizures, convulsions",NA,"ENSG00000157388_Epilepsy, recurrent seizures, convulsions","ENSG00000157388_Epilepsy, recurrent seizures, convulsions","GPS"
"CACNA1D","ENSG00000157388",NA,"Cardiac dysrhythmias",NA,"ENSG00000157388_Cardiac dysrhythmias","ENSG00000157388_Cardiac dysrhythmias","GPS"
"CACNA1D","ENSG00000157388",NA,"Cardiac and circulatory congenital anomalies",NA,"ENSG00000157388_Cardiac and circulatory congenital anomalies","ENSG00000157388_Cardiac and circulatory congenital anomalies","GPS"
"CACNA1E","ENSG00000198216",NA,"Abnormal movement",NA,"ENSG00000198216_Abnormal movement","ENSG00000198216_Abnormal movement","GPS"
"CACNA1G","ENSG00000006283",NA,"Abnormal movement",NA,"ENSG00000006283_Abnormal movement","ENSG00000006283_Abnormal movement","GPS"
"CACNB2","ENSG00000165995",NA,"Cardiac dysrhythmias",NA,"ENSG00000165995_Cardiac dysrhythmias","ENSG00000165995_Cardiac dysrhythmias","GPS"
"CHRND","ENSG00000135902",NA,"Muscular dystrophies and other myopathies",NA,"ENSG00000135902_Muscular dystrophies and other myopathies","ENSG00000135902_Muscular dystrophies and other myopathies","GPS"
"CYP11A1","ENSG00000140459",NA,"Disorders of adrenal glands",NA,"ENSG00000140459_Disorders of adrenal glands","ENSG00000140459_Disorders of adrenal glands","GPS"
"DRD3","ENSG00000151577",NA,"Schizophrenia and other psychotic disorders",NA,"ENSG00000151577_Schizophrenia and other psychotic disorders","ENSG00000151577_Schizophrenia and other psychotic disorders","GPS"
"DRD5","ENSG00000169676",NA,"Extrapyramidal disease and abnormal movement disorders",NA,"ENSG00000169676_Extrapyramidal disease and abnormal movement disorders","ENSG00000169676_Extrapyramidal disease and abnormal movement disorders","GPS"
"EDNRA","ENSG00000151617",NA,"Cardiac and circulatory congenital anomalies",NA,"ENSG00000151617_Cardiac and circulatory congenital anomalies","ENSG00000151617_Cardiac and circulatory congenital anomalies","GPS"
"ERBB2","ENSG00000141736",NA,"Breast cancer",NA,"ENSG00000141736_Breast cancer","ENSG00000141736_Breast cancer","GPS"
"ESR1","ENSG00000091831",NA,"Disorders of menstruation and other abnormal bleeding from female genital tract",NA,"ENSG00000091831_Disorders of menstruation and other abnormal bleeding from female genital tract","ENSG00000091831_Disorders of menstruation and other abnormal bleeding from female genital tract","GPS"
"ESR2","ENSG00000140009",NA,"Disorders of menstruation and other abnormal bleeding from female genital tract",NA,"ENSG00000140009_Disorders of menstruation and other abnormal bleeding from female genital tract","ENSG00000140009_Disorders of menstruation and other abnormal bleeding from female genital tract","GPS"
"GABRA5","ENSG00000186297",NA,"Develomental delays and disorders",NA,"ENSG00000186297_Develomental delays and disorders","ENSG00000186297_Develomental delays and disorders","GPS"
"GABRB1","ENSG00000163288",NA,"Develomental delays and disorders",NA,"ENSG00000163288_Develomental delays and disorders","ENSG00000163288_Develomental delays and disorders","GPS"
"GABRB2","ENSG00000145864",NA,"Extrapyramidal disease and abnormal movement disorders",NA,"ENSG00000145864_Extrapyramidal disease and abnormal movement disorders","ENSG00000145864_Extrapyramidal disease and abnormal movement disorders","GPS"
"GABRD","ENSG00000187730",NA,"Epilepsy, recurrent seizures, convulsions",NA,"ENSG00000187730_Epilepsy, recurrent seizures, convulsions","ENSG00000187730_Epilepsy, recurrent seizures, convulsions","GPS"
"GABRG2","ENSG00000113327",NA,"Abnormal movement",NA,"ENSG00000113327_Abnormal movement","ENSG00000113327_Abnormal movement","GPS"
"GCGR","ENSG00000215644",NA,"Diabetes mellitus",NA,"ENSG00000215644_Diabetes mellitus","ENSG00000215644_Diabetes mellitus","GPS"
"GPD2","ENSG00000115159",NA,"Diabetes mellitus",NA,"ENSG00000115159_Diabetes mellitus","ENSG00000115159_Diabetes mellitus","GPS"
"GRIA2","ENSG00000120251",NA,"Develomental delays and disorders",NA,"ENSG00000120251_Develomental delays and disorders","ENSG00000120251_Develomental delays and disorders","GPS"
"GRIA3","ENSG00000125675",NA,"Epilepsy, recurrent seizures, convulsions",NA,"ENSG00000125675_Epilepsy, recurrent seizures, convulsions","ENSG00000125675_Epilepsy, recurrent seizures, convulsions","GPS"
"GRIK2","ENSG00000164418",NA,"Epilepsy, recurrent seizures, convulsions",NA,"ENSG00000164418_Epilepsy, recurrent seizures, convulsions","ENSG00000164418_Epilepsy, recurrent seizures, convulsions","GPS"
"HTR2A","ENSG00000102468",NA,"Schizophrenia and other psychotic disorders",NA,"ENSG00000102468_Schizophrenia and other psychotic disorders","ENSG00000102468_Schizophrenia and other psychotic disorders","GPS"
"KCNA5","ENSG00000130037",NA,"Cardiac dysrhythmias",NA,"ENSG00000130037_Cardiac dysrhythmias","ENSG00000130037_Cardiac dysrhythmias","GPS"
"MAOA","ENSG00000189221",NA,"Pervasive developmental disorders",NA,"ENSG00000189221_Pervasive developmental disorders","ENSG00000189221_Pervasive developmental disorders","GPS"
"MTR","ENSG00000116984",NA,"Other deficiency anemia",NA,"ENSG00000116984_Other deficiency anemia","ENSG00000116984_Other deficiency anemia","GPS"
"NDUFS4","ENSG00000164258",NA,"Other conditions of brain",NA,"ENSG00000164258_Other conditions of brain","ENSG00000164258_Other conditions of brain","GPS"
"NDUFS6","ENSG00000145494",NA,"Disorders of fluid, electrolyte, and acid-base balance",NA,"ENSG00000145494_Disorders of fluid, electrolyte, and acid-base balance","ENSG00000145494_Disorders of fluid, electrolyte, and acid-base balance","GPS"
"NDUFV2","ENSG00000178127",NA,"Other conditions of brain",NA,"ENSG00000178127_Other conditions of brain","ENSG00000178127_Other conditions of brain","GPS"
"PPARG","ENSG00000132170",NA,"Hypertension",NA,"ENSG00000132170_Hypertension","ENSG00000132170_Hypertension","GPS"
"RAF1","ENSG00000132155",NA,"Cardiac dysrhythmias",NA,"ENSG00000132155_Cardiac dysrhythmias","ENSG00000132155_Cardiac dysrhythmias","GPS"
"REN","ENSG00000143839",NA,"Hypotension",NA,"ENSG00000143839_Hypotension","ENSG00000143839_Hypotension","GPS"
"RET","ENSG00000165731",NA,"Disorders of parathyroid gland",NA,"ENSG00000165731_Disorders of parathyroid gland","ENSG00000165731_Disorders of parathyroid gland","GPS"
"RET","ENSG00000165731",NA,"Hypertension",NA,"ENSG00000165731_Hypertension","ENSG00000165731_Hypertension","GPS"
"SCN1A","ENSG00000144285",NA,"Other cerebral degenerations",NA,"ENSG00000144285_Other cerebral degenerations","ENSG00000144285_Other cerebral degenerations","GPS"
"SCN1A","ENSG00000144285",NA,"Other conditions of brain",NA,"ENSG00000144285_Other conditions of brain","ENSG00000144285_Other conditions of brain","GPS"
"SCN1B","ENSG00000105711",NA,"Cardiac conduction disorders",NA,"ENSG00000105711_Cardiac conduction disorders","ENSG00000105711_Cardiac conduction disorders","GPS"
"SCN2A","ENSG00000136531",NA,"Extrapyramidal disease and abnormal movement disorders",NA,"ENSG00000136531_Extrapyramidal disease and abnormal movement disorders","ENSG00000136531_Extrapyramidal disease and abnormal movement disorders","GPS"
"SCN2A","ENSG00000136531",NA,"Other conditions of brain",NA,"ENSG00000136531_Other conditions of brain","ENSG00000136531_Other conditions of brain","GPS"
"SCN2B","ENSG00000149575",NA,"Cardiac dysrhythmias",NA,"ENSG00000149575_Cardiac dysrhythmias","ENSG00000149575_Cardiac dysrhythmias","GPS"
"SCN3A","ENSG00000153253",NA,"Develomental delays and disorders",NA,"ENSG00000153253_Develomental delays and disorders","ENSG00000153253_Develomental delays and disorders","GPS"
"SCN3B","ENSG00000166257",NA,"Cardiac dysrhythmias",NA,"ENSG00000166257_Cardiac dysrhythmias","ENSG00000166257_Cardiac dysrhythmias","GPS"
"SCN4A","ENSG00000007314",NA,"Malaise and fatigue",NA,"ENSG00000007314_Malaise and fatigue","ENSG00000007314_Malaise and fatigue","GPS"
"SCN4B","ENSG00000177098",NA,"Cardiac conduction disorders",NA,"ENSG00000177098_Cardiac conduction disorders","ENSG00000177098_Cardiac conduction disorders","GPS"
"SCN4B","ENSG00000177098",NA,"Cardiac dysrhythmias",NA,"ENSG00000177098_Cardiac dysrhythmias","ENSG00000177098_Cardiac dysrhythmias","GPS"
"SCN9A","ENSG00000169432",NA,"Cardiac dysrhythmias",NA,"ENSG00000169432_Cardiac dysrhythmias","ENSG00000169432_Cardiac dysrhythmias","GPS"
"SCNN1B","ENSG00000168447",NA,"Hypertension",NA,"ENSG00000168447_Hypertension","ENSG00000168447_Hypertension","GPS"
"SCNN1G","ENSG00000166828",NA,"Hypertension",NA,"ENSG00000166828_Hypertension","ENSG00000166828_Hypertension","GPS"
"SLC12A1","ENSG00000074803",NA,"Other symptoms/disorders or the urinary system",NA,"ENSG00000074803_Other symptoms/disorders or the urinary system","ENSG00000074803_Other symptoms/disorders or the urinary system","GPS"
"SLC12A3","ENSG00000070915",NA,"Disorders of fluid, electrolyte, and acid-base balance",NA,"ENSG00000070915_Disorders of fluid, electrolyte, and acid-base balance","ENSG00000070915_Disorders of fluid, electrolyte, and acid-base balance","GPS"
"SLC18A2","ENSG00000165646",NA,"Extrapyramidal disease and abnormal movement disorders",NA,"ENSG00000165646_Extrapyramidal disease and abnormal movement disorders","ENSG00000165646_Extrapyramidal disease and abnormal movement disorders","GPS"
"SLC18A2","ENSG00000165646",NA,"Abnormal movement",NA,"ENSG00000165646_Abnormal movement","ENSG00000165646_Abnormal movement","GPS"
"SLC5A2","ENSG00000140675",NA,"Diabetes mellitus",NA,"ENSG00000140675_Diabetes mellitus","ENSG00000140675_Diabetes mellitus","GPS"
"SLC6A2","ENSG00000103546",NA,"Cardiac dysrhythmias",NA,"ENSG00000103546_Cardiac dysrhythmias","ENSG00000103546_Cardiac dysrhythmias","GPS"
"SLC6A3","ENSG00000142319",NA,"Develomental delays and disorders",NA,"ENSG00000142319_Develomental delays and disorders","ENSG00000142319_Develomental delays and disorders","GPS"
"SLC6A3","ENSG00000142319",NA,"Abnormal movement",NA,"ENSG00000142319_Abnormal movement","ENSG00000142319_Abnormal movement","GPS"
"TNNT2","ENSG00000118194",NA,"Congestive heart failure; nonhypertensive",NA,"ENSG00000118194_Congestive heart failure; nonhypertensive","ENSG00000118194_Congestive heart failure; nonhypertensive","GPS"
"TPK1","ENSG00000196511",NA,"Develomental delays and disorders",NA,"ENSG00000196511_Develomental delays and disorders","ENSG00000196511_Develomental delays and disorders","GPS"
"TPK1","ENSG00000196511",NA,"Abnormal movement",NA,"ENSG00000196511_Abnormal movement","ENSG00000196511_Abnormal movement","GPS"
"ALDH5A1","ENSG00000112294",NA,"Pervasive developmental disorders",NA,"ENSG00000112294_Pervasive developmental disorders","ENSG00000112294_Pervasive developmental disorders","GPS"
"ALDH5A1","ENSG00000112294",NA,"Epilepsy, recurrent seizures, convulsions",NA,"ENSG00000112294_Epilepsy, recurrent seizures, convulsions","ENSG00000112294_Epilepsy, recurrent seizures, convulsions","GPS"
"AR","ENSG00000169083",NA,"Breast conditions, congenital or relating to hormones",NA,"ENSG00000169083_Breast conditions, congenital or relating to hormones","ENSG00000169083_Breast conditions, congenital or relating to hormones","GPS"
"CACNA1B","ENSG00000148408",NA,"Extrapyramidal disease and abnormal movement disorders",NA,"ENSG00000148408_Extrapyramidal disease and abnormal movement disorders","ENSG00000148408_Extrapyramidal disease and abnormal movement disorders","GPS"
"CPT2","ENSG00000157184",NA,"Cardiomyopathy",NA,"ENSG00000157184_Cardiomyopathy","ENSG00000157184_Cardiomyopathy","GPS"
"CSF2RA","ENSG00000198223",NA,"Other alveolar and parietoalveolar pneumonopathy",NA,"ENSG00000198223_Other alveolar and parietoalveolar pneumonopathy","ENSG00000198223_Other alveolar and parietoalveolar pneumonopathy","GPS"
"CYP11B1","ENSG00000160882",NA,"Hypertension",NA,"ENSG00000160882_Hypertension","ENSG00000160882_Hypertension","GPS"
"DDB1","ENSG00000167986",NA,"Pervasive developmental disorders",NA,"ENSG00000167986_Pervasive developmental disorders","ENSG00000167986_Pervasive developmental disorders","GPS"
"FGF23","ENSG00000118972",NA,"Vitamin deficiency",NA,"ENSG00000118972_Vitamin deficiency","ENSG00000118972_Vitamin deficiency","GPS"
"FLT3","ENSG00000122025",NA,"Leukemia",NA,"ENSG00000122025_Leukemia","ENSG00000122025_Leukemia","GPS"
"FSHR","ENSG00000170820",NA,"Disorders of menstruation and other abnormal bleeding from female genital tract",NA,"ENSG00000170820_Disorders of menstruation and other abnormal bleeding from female genital tract","ENSG00000170820_Disorders of menstruation and other abnormal bleeding from female genital tract","GPS"
"GABRA2","ENSG00000151834",NA,"Pervasive developmental disorders",NA,"ENSG00000151834_Pervasive developmental disorders","ENSG00000151834_Pervasive developmental disorders","GPS"
"GABRB3","ENSG00000166206",NA,"Pervasive developmental disorders",NA,"ENSG00000166206_Pervasive developmental disorders","ENSG00000166206_Pervasive developmental disorders","GPS"
"GRIA2","ENSG00000120251",NA,"Pervasive developmental disorders",NA,"ENSG00000120251_Pervasive developmental disorders","ENSG00000120251_Pervasive developmental disorders","GPS"
"GRIA3","ENSG00000125675",NA,"Pervasive developmental disorders",NA,"ENSG00000125675_Pervasive developmental disorders","ENSG00000125675_Pervasive developmental disorders","GPS"
"GRIA3","ENSG00000125675",NA,"Extrapyramidal disease and abnormal movement disorders",NA,"ENSG00000125675_Extrapyramidal disease and abnormal movement disorders","ENSG00000125675_Extrapyramidal disease and abnormal movement disorders","GPS"
"GRIK2","ENSG00000164418",NA,"Extrapyramidal disease and abnormal movement disorders",NA,"ENSG00000164418_Extrapyramidal disease and abnormal movement disorders","ENSG00000164418_Extrapyramidal disease and abnormal movement disorders","GPS"
"GRIN1","ENSG00000176884",NA,"Extrapyramidal disease and abnormal movement disorders",NA,"ENSG00000176884_Extrapyramidal disease and abnormal movement disorders","ENSG00000176884_Extrapyramidal disease and abnormal movement disorders","GPS"
"GRIN2A","ENSG00000183454",NA,"Neurological disorders",NA,"ENSG00000183454_Neurological disorders","ENSG00000183454_Neurological disorders","GPS"
"GRIN2B","ENSG00000273079",NA,"Extrapyramidal disease and abnormal movement disorders",NA,"ENSG00000273079_Extrapyramidal disease and abnormal movement disorders","ENSG00000273079_Extrapyramidal disease and abnormal movement disorders","GPS"
"KCNQ5","ENSG00000185760",NA,"Epilepsy, recurrent seizures, convulsions",NA,"ENSG00000185760_Epilepsy, recurrent seizures, convulsions","ENSG00000185760_Epilepsy, recurrent seizures, convulsions","GPS"
"LAMA1","ENSG00000101680",NA,"Other retinal disorders",NA,"ENSG00000101680_Other retinal disorders","ENSG00000101680_Other retinal disorders","GPS"
"MC1R","ENSG00000258839",NA,"Dyschromia and vitiligo",NA,"ENSG00000258839_Dyschromia and vitiligo","ENSG00000258839_Dyschromia and vitiligo","GPS"
"MTOR","ENSG00000198793",NA,"Other disorders of pancreatic internal secretion",NA,"ENSG00000198793_Other disorders of pancreatic internal secretion","ENSG00000198793_Other disorders of pancreatic internal secretion","GPS"
"NDUFA10","ENSG00000130414",NA,"Develomental delays and disorders",NA,"ENSG00000130414_Develomental delays and disorders","ENSG00000130414_Develomental delays and disorders","GPS"
